courseNo,abbrName,genEdType,studyProgram,academicYear,semester,sections
2223181,INTRO JP LIT,HU,S,2565,2,2
2223243,JAPAN TODAY,HU,S,2565,2,1
2226001,INTRO VIET CULTURE,HU,S,2565,2,1
2235320,CONTEMP PORT BRAZ,HU,S,2565,2,1
2244151,INTRO CAMBO CULT,HU,S,2565,2,1
2245151,INTRO LAO CULT,HU,S,2565,2,1
2296111,CREAT LRNG SPACE,HU,S,2565,2,1-2
2296200,HUMAN LANG,HU,S,2565,2,1
2296352,21C BUDDHISTS,HU,S,2565,2,1
2501191,HIST ART ARCH,HU,S,2565,2,1
2501296,THAI ARCH HERITAGE,HU,S,2565,2,4
2503469,URBAN LIFE,HU,S,2565,2,1
2504102,HEALG ART/LDSCP,HU,S,2565,2,1
2737110,MUS APPRECIATION,HU,S,2565,2,1
2796200,ART FOR LIFE QUAL,HU,S,2565,2,6
3500303,ART HIST FILM,HU,S,2565,2,1
3500305,CUR STUD,HU,S,2565,2,1
3501217,EAR MOD ART,HU,S,2565,2,1
3503101,CL MUS SCRN,HU,S,2565,2,1
0298112,GEN PRIN HAL PROD,SC,S,2565,2,1
2100111,EXPL ENG WORLD,SC,S,2565,2,1
2101256,C E PROFESSION,SC,S,2565,2,1
2104409,IND BUS MGT,SC,S,2565,2,1
2107219,URBAN ENVIRONMENTS,SC,S,2565,2,1
2107220,ENV DAILY LIFE,SC,S,2565,2,1
2107221,ENV STUD,SC,S,2565,2,1
2109336,MAT DAILY LIFE,SC,S,2565,2,1
2110191,INNOV THINK,SC,S,2565,2,1-2
2111201,GEN RAD NUCLEAR,SC,S,2565,2,1
2111330,MOD MAT PROP RAD,SC,S,2565,2,1
2112210,WATER/SOC,SC,S,2565,2,1
2300200,SCI TECH SOC,SC,S,2565,2,1
2303150,BIRDWATCH CONSERV,SC,S,2565,2,1
2303165,MAN & ENVIRONMENT,SC,S,2565,2,1
2304274,PHYS BIO SYS,SC,S,2565,2,1
2305103,PL BETTER LIFE,SC,S,2565,2,1
2305108,BIOTECH DAILY LIFE,SC,S,2565,2,1
2305120,THAI NAT REFOR,SC,S,2565,2,1
2305151,ORGANIC GARDENING,SC,S,2565,2,1
2305181,PL BIOTECH SOC,SC,S,2565,2,1
2305281,HORT SCI,SC,S,2565,2,1
2305354,HYDROPONICS,SC,S,2565,2,1
2305355,HYDROPONICS LAB,SC,S,2565,2,1
2306416,MGT SYS TECH,SC,S,2565,2,1
2307206,EARTH SCIENCES,SC,S,2565,2,1
2307230,EARTH SURFACE,SC,S,2565,2,1
2307578,ENG GEOLOGY,SC,S,2565,2,1
2308200,SCI LOGIST SYS,SC,S,2565,2,1
2308303,HISTORY OF SCI,SC,S,2565,2,1
2309201,GEN OCEANOLOGY,SC,S,2565,2,1
2309202,ORNAMEN FISH AQUA,SC,S,2565,2,1
2310201,HEALTH/BEAUTY,SC,S,2565,2,1
2310202,SMT BUY CONS PROD,SC,S,2565,2,1
2312100,MICROB FRIEND FOE,SC,S,2565,2,1
2313213,DIGITAL PHOTO,SC,S,2565,2,1
2313221,PHOTO SCI,SC,S,2565,2,1
2314255,ELEMENT FOOD TECH,SC,S,2565,2,1
2398131,PHYS FILMS,SC,S,2565,2,1
3098101,DRUG DAILY LIFE,SC,S,2565,2,1
3107201,BIOSTATISTICS,SC,S,2565,2,2
3200102,BIOETHICS,SC,S,2565,2,1-11
3200103,COM APP PROF,SC,S,2565,2,1-11
3200106,FUND ORAL BIO HLTH,SC,S,2565,2,1-2
3200109,CALCIUM HLTH,SC,S,2565,2,1-2
3200504,BIOSTATISTICS,SC,S,2565,2,1
3304102,DRUG EDUCATION,SC,S,2565,2,1
3307101,BASIC AROMATHERAPY,SC,S,2565,2,1
3308100,MICRO ORGAN/LIFE,SC,S,2565,2,1
3309102,OUR BODY,SC,S,2565,2,1
3600204,HLTH SEXUALITY,SC,S,2565,2,1
3600205,FAM HLTH CARE,SC,S,2565,2,1-2
3600207,HLTH LIVING,SC,S,2565,2,1
3600208,TOB ALC HLTH,SC,S,2565,2,1
3600301,NUTRI HLTH,SC,S,2565,2,1
3600302,WELLNESS SOCIETY,SC,S,2565,2,1
3600303,DIS SURV EMER CARE,SC,S,2565,2,1
3600304,NEW GEN PAREN,SC,S,2565,2,1
3700104,INT HC NEW GEN,SC,S,2565,2,1
3700107,SEXUAL DEVELOPMENT,SC,S,2565,2,1
3700108,HLTH PREV INFC DIS,SC,S,2565,2,1
3700109,IMMUNITY OF LIFE,SC,S,2565,2,1
3700110,GOOD HEALTH,SC,S,2565,2,1
3705102,RADIA DAILY LIFE,SC,S,2565,2,1
3742100,PHY THR DAILY LIFE,SC,S,2565,2,1-5
3742102,EXERCISE THERAPY,SC,S,2565,2,1
3742106,BLC BODY MIND QOL,SC,S,2565,2,1
3742107,LIFE KNOWLEDGE,SC,S,2565,2,1-2
3900200,EX/SP HLTH,SC,S,2565,2,1
3900202,FUNC EX,SC,S,2565,2,1
3900203,TREK MTNG EX,SC,S,2565,2,1-2
4000205,ORG AGR,SC,S,2565,2,1
4000210,QUAN ANAL AGRI BUS,SC,S,2565,2,1
0201103,OUR CU,IN,S,2565,2,1
0201106,ART SCI FIND HAP,IN,S,2565,2,1
0201107,LRN STUD ACT,IN,S,2565,2,1-2
0201108,FAMILY RELATIONS,IN,S,2565,2,1
0201109,INTRO EU INTEGRAT,IN,S,2565,2,1
0201117,ART RATANAKOSIN,IN,S,2565,2,1
0201121,LIFE REFL FILM,IN,S,2565,2,1-2
0201122,MGT PUB DISASTER,IN,S,2565,2,1
0201141,COAST ENV,IN,S,2565,2,1
0201151,OUR ENVIRONMENT,IN,S,2565,2,1
0201153,WASTE MANAGEMENT,IN,S,2565,2,1
0201201,IDEAL GRADUATE I,IN,S,2565,2,2
0201202,IDEAL GRADUATE II,IN,S,2565,2,1
0201203,IDEAL GRADUATE III,IN,S,2565,2,1
0201204,IDEAL GRADUATE IV,IN,S,2565,2,1
0201209,VALUE URB ENV,IN,S,2565,2,1
0201210,MAT MGT GREEN,IN,S,2565,2,1
0201232,MULTI STUD RUR DEV,IN,S,2565,2,1
0201251,P2 CONTROL,IN,S,2565,2,1
0201252,ALT ENGY CONS,IN,S,2565,2,1
0201254,GLOB WARM ADAPT,IN,S,2565,2,1
0201255,ICT STRATEGIC MGT,IN,S,2565,2,1
0201283,BEAUTIFUL DEATH,IN,S,2565,2,1
0201285,ECON SOC PLANT,IN,S,2565,2,1
0201286,LIFE DESIGN,IN,S,2565,2,1
0295103,LRNG LIFE,IN,S,2565,2,1
0295106,WELL LIFE EXT,IN,S,2565,2,1
0295107,PATIENT SAFETY,IN,S,2565,2,"41,51,61"
0295109,INNO SRD,IN,S,2565,2,1
0295110,WINE EDUCATION,IN,S,2565,2,1
0295111,KNOW ACCUM I,IN,S,2565,2,1
0295112,KNOW ACCUM II,IN,S,2565,2,1
0295113,KNOW ACCUM III,IN,S,2565,2,1
0295114,KNOW ACCUM IV,IN,S,2565,2,1
0295115,KNOW ACCUM V,IN,S,2565,2,1
0295116,KNOW ACCUM VI,IN,S,2565,2,1
2104181,HF ERGO DAILY LIFE,IN,S,2565,2,1
2305100,NATIONAL RESOURCES,IN,S,2565,2,1
2305104,MAN/NATURE,IN,S,2565,2,1
2305106,PLANTS/HUMANITY,IN,S,2565,2,1
2502390,INTRO PACK DESIGN,IN,S,2565,2,1-2
2602679,SIM LOG MGT,IN,S,2565,2,1
2750178,LLL,IN,S,2565,2,1
3303100,Q LIFE,IN,S,2565,2,1
3600305,EMPWRG TEENS,IN,S,2565,2,1
3900204,REC BUS TOUR,IN,S,2565,2,1
3914101,REC QUAL LIFE DEV,IN,S,2565,2,1
4000102,AGRI NAT ENV MGT,IN,S,2565,2,1
0201171,EFFECT CAREER MGT,SO,I,2565,2,1
0201172,SELF/CAREER MGT,SO,I,2565,2,1
2400104,POL GOVT THAI,SO,I,2565,2,"3-6,8"
2403183,SOCIETY & CULTURE,SO,I,2565,2,2-3
2403185,JUV DEL,SO,I,2565,2,3
2403284,CROSS-CULT MGT,SO,I,2565,2,1-2
2450108,DATACY II,SO,I,2565,2,1
2450109,DATACY III,SO,I,2565,2,1
2451204,INTRO SOC RES,SO,I,2565,2,1
2451205,SOC CHAL SOL,SO,I,2565,2,1
2541160,CREAT URB LIVING,SO,I,2565,2,1
2604362,PERSONAL FINANCE,SO,I,2565,2,51
2605311,PRIN MKTG,SO,I,2565,2,51-53
2800212,HUMAN COMM,SO,I,2565,2,1
2800218,VIS MED STUD,SO,I,2565,2,1
2800219,CROSS CULT COMM,SO,I,2565,2,1
2800221,INTL COMM ETI PRO,SO,I,2565,2,9
2800314,ART PUB SPKG,SO,I,2565,2,9
2800381,GEN CULT/COMM,SO,I,2565,2,9
2900151,FOUNDATION ECON,SO,I,2565,2,1
2952319,ASEAN ECON,SO,I,2565,2,1-2
3800130,SOC PSY EVERY LIFE,SO,I,2565,2,1
3800202,PSY LIFE WORK,SO,I,2565,2,3
4000208,INTRO AGR ECON,SO,I,2565,2,1
5600160,IP DATA SECUR MGT,SO,I,2565,2,1
5600161,SE INNO,SO,I,2565,2,1
5600170,ETHICS GOVERN TECH,SO,I,2565,2,1
0201212,SP ETHICS,HU,I,2565,2,1
2200201,ACAD REPORT WRIT,HU,I,2565,2,1-2
2204180,CIVILIZATION,HU,I,2565,2,1
2206249,SYS THINK HUM,HU,I,2565,2,1
2206250,INFO REC MGT,HU,I,2565,2,1
2207103,PHILOS LOGIC,HU,I,2565,2,1
2234482,INTRO ITAL CINEMA,HU,I,2565,2,1
2450111,UK 1900 PRE II,HU,I,2565,2,1
2450112,UK 1900 PRE III,HU,I,2565,2,1
2501297,ENJOY ARCH SKETCH,HU,I,2565,2,1
2502291,DESIGN EVERYDAY,HU,I,2565,2,1
2541152,C/C PROB SOLV,HU,I,2565,2,1
2541154,COLOR AESTHETICS,HU,I,2565,2,1
2541155,VIS CULT,HU,I,2565,2,1
2541156,ARCH ENV FILM,HU,I,2565,2,1
2541162,POSTMOD PHOTO,HU,I,2565,2,1
2541169,HIST ANIMATION,HU,I,2565,2,2
2541176,JP DSGN CON,HU,I,2565,2,1
2542001,ART DSGN FLD,HU,I,2565,2,1
2542003,DSGN THNK INNV,HU,I,2565,2,1
3503101,CL MUS SCRN,HU,I,2565,2,1
3503111,INTRO CLASSIC MUS,HU,I,2565,2,1
0201287,MAP APPLN,SC,I,2565,2,2
2107219,URBAN ENVIRONMENTS,SC,I,2565,2,1
2107220,ENV DAILY LIFE,SC,I,2565,2,1
2112210,WATER/SOC,SC,I,2565,2,1
2140111,EXPL ENG WORLD,SC,I,2565,2,1-4
2140145,HOME IMPROVEMENT,SC,I,2565,2,1
2142109,AUTO STUDIES,SC,I,2565,2,1
2145497,SEL TOP AERO I,SC,I,2565,2,1
2147111,EXPL ROBOTICS ENG,SC,I,2565,2,1
2189336,MAT DAILY LIFE,SC,I,2565,2,1
2300152,SCIENCE TODAY,SC,I,2565,2,51
2303165,MAN & ENVIRONMENT,SC,I,2565,2,51
2305109,PL GROW TECH,SC,I,2565,2,51
2305151,ORGANIC GARDENING,SC,I,2565,2,51
2308303,HISTORY OF SCI,SC,I,2565,2,51
2308354,STRATEGY OF LIFE,SC,I,2565,2,51
2311132,NEW TECH MAT SCI,SC,I,2565,2,"1,51"
2313213,DIGITAL PHOTO,SC,I,2565,2,51
3900200,EX/SP HLTH,SC,I,2565,2,1
5600180,ENG FOUND INNO,SC,I,2565,2,1
5600190,NUM METH INNO,SC,I,2565,2,1
5698101,EMG TECH LLL,SC,I,2565,2,1
0201107,LRN STUD ACT,IN,I,2565,2,1
0201123,CULT TRAD TH LIFE,IN,I,2565,2,1
0201125,MGT DIFF CULT,IN,I,2565,2,1
0201127,QUAL WORK MGT,IN,I,2565,2,1
0201151,OUR ENVIRONMENT,IN,I,2565,2,1
0201232,MULTI STUD RUR DEV,IN,I,2565,2,1
0201234,LOC GLOB ISS,IN,I,2565,2,1
0201251,P2 CONTROL,IN,I,2565,2,1
0295106,WELL LIFE EXT,IN,I,2565,2,1
0295110,WINE EDUCATION,IN,I,2565,2,1
3914101,REC QUAL LIFE DEV,IN,I,2565,2,1
5695101,DES DEV PROD PROT,IN,I,2565,2,1
5695102,PROF COMM SKL INNO,IN,I,2565,2,1
